TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AnomalyScore
-0.000815854074232894,-0.003686406860313165,5.282853304824767e-05,-0.000837869939218849,-0.0007184399094835756,0.00018855847589988023,-0.0002755113168036026,-9.046266933175569e-05,0.002031752035903967,-0.0023651333494054145,-0.009029298437072375,-0.0015194113840545642,-0.03195943263359833
-0.0029302935856130546,-0.004299674280647687,-0.0010604918298728568,-0.00016177668153423105,-0.00034461676597666606,-0.0007598194880057952,-0.00023589200426168345,0.00014964920662118917,0.0017471035089405085,-0.004935399938467502,-0.008353146844997708,0.006839138689129221,-0.03467946151397619
-0.002068807048527378,-0.003940732506399026,-0.0007258999136583755,-0.00042778614994781744,-0.0008727028693126935,0.0002662314404652158,0.0004974527672387693,0.0011739282386253257,-0.0005515664380125029,-0.002352291715624417,-0.00754716003038814,-0.0010700896709665768,-0.03140525763215481
-0.002234783367443105,-0.003166071492781973,-0.00033234803418303536,-0.00026586277237909206,-0.0007512439438392205,0.0003659573711221125,0.0005997683609342646,-0.0005437458575697409,-0.0006522019701272737,-0.0018437081184588982,-0.007432114229163001,-0.0010977165238488025,-0.03167061095092466
-0.0017926608897428206,0.015867253156387533,0.008914739041398329,-0.0011926077114490004,-0.0002566578037524384,0.00010527669801511739,0.0006049085249774705,-0.00018766826185556956,-0.0012587206617122987,-0.004742780924550231,-0.0090699890003302,-0.004541790737050288,-0.04147398295899804
-0.0021879874443666435,-0.004411068792137177,-0.00043303572801753527,-0.00021254109155950833,-0.00040355359733152893,-0.0008785628012894938,0.00014792745230216874,0.00237822966860344,-0.0006278255341615957,-0.002574763919190883,-0.007809999322720299,-0.0007553675972873032,-0.03125613282150609
-0.0019082872311990849,0.013529270643524922,0.00040919977553588574,-0.0035361766453639067,-0.0016978961895991206,-0.0009622334086244973,-0.00192021776024778,-0.0005373373337266275,0.0028349109044499394,-0.0067788816189412165,-0.009327338669508788,0.0055009966495154225,-0.044630690644477576
-0.006946506168660701,0.02898507772201484,-0.011859294240962897,0.0032960095555846923,0.004842120820236922,-0.0033595473724644396,0.0015430411285586052,-0.009042919181141725,-0.0016023388351614958,0.05997356140360533,-0.011061190954880765,-0.0035029634845205504,-0.06028973192087037
-0.00269105000055484,0.009916826509933805,-0.0006251776779903142,0.005383444752015697,-0.0012981360240166633,-0.0011545578338365734,-0.0003522249674696628,-0.000573577695208783,-0.0006507475598719584,-0.005364867998897887,-0.008998251984785982,-0.0015450871346828492,-0.041071273913296395
0.0005328688653605526,-0.004013332578034241,-0.0006587385637103005,-0.00042382693558111196,-0.0005933558481345491,1.0957282790255714e-05,6.476385292142467e-05,-0.00034214467254568815,0.001721807011376607,-0.0031847950054384403,-0.0077339831503786755,-0.0012100594988202974,-0.03319484228846794
-0.001964343553897499,0.01196397986469987,0.006006739607848541,-0.0011717759078696073,-0.0016195485285075688,-0.001227202895739981,0.0004676247099568073,-0.0007566684219583568,-0.0005739238496746012,-0.004800739148549272,-0.00968715159820121,-0.0023596597370781056,-0.043302012069691455
-0.0019617372217257648,-0.00335293762720588,-0.0007881859361784415,-0.00017393451572333512,-0.00015150733553130922,-0.0003381817071070679,0.0005602002135718216,8.617138906397694e-05,-0.0006248071175786541,-0.002392525379237899,-0.007265388110016275,-0.0013451799225572803,-0.03127666825843633
-0.002212150270851795,0.01033731133429356,-0.0008014608162115104,-0.00020529439034077556,-0.0012517078994219708,-0.0007935007563454873,-0.00043328870341952113,-3.782450010815559e-05,-0.0006564116804124253,-0.004583810582704779,-0.007536313092764721,-0.002033154837221706,-0.03881707533315314
-5.1222570475723e-06,-0.003296185003254211,-0.0006725969302243075,-0.00023047782671212577,-0.0009343149082601393,-4.898487059275261e-06,-0.00011997173070719367,-0.00027179392011366114,-0.0006317397303276234,-0.0032151531759384106,-0.007116505121329788,-8.616360380029399e-05,-0.032439758833887826
-0.002128116715198816,-0.0035300456947751054,-0.0006974181041697346,-0.0006083102799932161,-0.0009377927196204958,-0.0002159503968553419,0.00048045847670130756,0.002531093100179148,-0.000555818222544747,-0.0026047447257120716,-0.00794602607589046,-1.6799826683731877e-06,-0.032810330188114536
-0.0014228956383004671,-0.0031848451939798634,-3.0688644479433127e-05,-0.0004170810229301309,-0.0007284958318638463,8.74078465129737e-05,-7.83004792931777e-05,-0.00013066020924784694,-0.0006085287246484509,-0.002658556684330531,-0.007403540568113267,-0.001451767267054779,-0.030996729110933603
-0.00276156804787262,0.01239527239942498,0.003058435500645633,0.0026582161156846434,-0.0002160694681165317,-0.00243176933419103,-0.0004306879963083298,0.0014494382484958274,-0.0012052478330095344,-0.007312788796576461,-0.008637384825536991,-0.0014134949464770451,-0.044177032544824954
-0.0017151280027666313,-0.004067257390337017,-0.00024586129582799274,-0.00046055135154333726,0.000519416518927929,-0.0006260070550255209,0.0009557571078446621,-0.0005881435393613978,-0.0005394695686277444,0.0033270664920384257,-0.00789740270324262,-0.0023169391502509276,-0.035370161590490265
-0.0019046699417915335,0.013501220638539372,0.007100228885385972,-0.0011121303880393255,0.004926480592762907,-0.0017746253858290152,-0.0004369713616994918,-0.0032892679085871753,-0.0018619219645964165,-0.005914050646589702,-0.010106811910394921,-0.002900552916571219,-0.04525160922125188
-0.0028658292871870227,0.009820467867997552,-0.001290025146031288,-0.00030023595723833156,-0.0009245655794864093,-0.0010875581923010652,0.0003357777998940717,0.003573089554201325,-0.000637207399795116,-0.005069243298113948,-0.009173201194645845,-0.0021846758967961435,-0.0392214747991602
