TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AnomalyScore,Actual,Predicted,Probability
0.2694396064236744,1,15,50,82,51,0,1.3112870641052805,0,0.30531436617680696,1,2.2164715868484435,0.049880534045060876,0,0,0.0
-0.7038442425922038,1,28,562,60,53,0,-1.49949295554867,3,0.7484891410597533,1,-1.1108816933044958,0.07457541268667978,0,0,0.0
-0.43226759184248137,0,16,483,571,19,1,1.2550714637122016,2,2.449708438191063,1,-0.5943498275623533,0.013869765294192815,0,0,0.09
-0.958633639794889,0,0,200,337,72,2,0.41183745781601633,1,-0.8669543931909865,1,0.6372080213386072,0.06620890596330953,0,0,0.01
-0.8163188413573532,1,20,150,59,39,1,1.4799338652845175,2,-1.1671695632729824,1,0.1632204990176552,0.09647486222123358,0,0,0.0
0.16529011502981078,1,13,158,268,82,2,-1.274630553976354,3,0.319610326656902,3,-0.9517038515474685,0.028973981953695493,0,0,0.05
-0.1735725887125261,1,24,45,467,28,0,-1.218414953583275,3,0.5483456943384226,5,-1.138657434417119,-0.001734039875857074,1,1,0.91
0.1303109601899639,1,28,37,449,39,2,0.5804842589952534,2,1.3775114021839352,1,-1.0499330048536357,0.0759776560144278,0,0,0.0
0.06631383850452403,1,23,12,540,51,1,-1.105983752797117,3,-0.5238513416687055,1,-0.9718235081994352,0.08946602332283093,0,0,0.0
-0.3297968258033214,0,26,96,126,2,1,-0.15031854611477377,1,0.9486325877810838,1,-0.6484936773800644,0.06784396422878819,0,0,0.0
-0.3716279208664489,0,16,664,78,39,1,-0.7124745500455638,1,-0.23793213206680466,1,-1.0607992091216405,0.07443830476821223,0,0,0.0
-0.5620090799702975,1,1,196,422,90,0,-0.03788734532861574,1,1.4346952441043153,1,-0.3251202586719357,0.07082997382977935,0,0,0.0
-0.9346861087145238,1,4,176,566,69,0,0.9739934617468065,2,-0.9241382351113667,1,0.19273719168713907,0.07018350357657271,0,0,0.0
-0.2181444598649658,0,17,286,150,45,2,-1.0497681524040379,3,2.292452872910018,1,0.3649375562089603,0.018925127401266173,0,0,0.05
2.1410813381138585,1,11,201,328,3,0,1.0302090621398854,2,-0.46666749974832533,1,-0.10216564368169591,0.05597991781221545,0,0,0.0
-0.12910349666343562,1,10,596,406,27,2,0.2431906566367793,0,0.7198972200995631,1,0.5288382739125815,0.08624089193110407,0,0,0.0
-0.9354055624379682,1,23,413,171,32,1,1.0864246625329645,0,-0.7239947883900362,1,1.219339659661426,0.10566469164652104,0,0,0.0
-0.9866238156069899,0,36,438,89,42,2,0.7491310601744904,0,0.8485608644204186,1,1.99212215941795,0.03290172157256932,0,0,0.01
1.1873597784354462,1,35,174,196,92,0,-0.8811213512248008,1,-0.681106906949751,1,-1.0181061540799818,0.07947896082371025,0,0,0.0
1.9220933285778141,0,37,18,225,1,1,-0.9935525520109589,3,0.9343366273009888,1,-0.8310782154000972,0.002870772520473963,0,0,0.0
-0.5138056804995192,1,5,91,144,27,1,1.4799338652845175,2,0.19094668233604659,1,-0.7688141983061302,0.10722896463327897,0,0,0.0
-0.6819522935788226,0,12,511,398,94,2,-1.387061754762512,3,0.677009338659278,1,1.0946013780100716,0.02129024260276058,0,0,0.01
-0.7343696362869184,0,13,589,327,8,1,0.5804842589952534,0,0.6341214572189929,1,-1.008416822808441,0.043815536986091086,0,0,0.0
-0.14808337108192265,0,9,461,121,11,2,0.35562185742293734,1,0.7770810620199433,1,0.9576405395523041,0.06407036391036325,0,0,0.0
-1.010982463100752,1,36,653,434,41,2,0.1307594558506213,0,-0.18074829014642452,1,1.8027353467582248,0.06828203245105252,0,0,0.02
0.11667559914563566,1,32,36,375,5,2,-0.20653414650785276,1,-0.8383624722307964,1,-0.24145971618474077,0.09185611254589365,0,0,0.0
-1.0022804990171859,1,42,20,494,0,0,0.6366998593883324,2,-1.1242816818326973,1,0.11385593300257744,0.03732603669808132,0,0,0.02
1.0319577741714443,1,30,41,571,80,1,0.6929154597814113,0,0.5483456943384226,1,-0.9483655320673028,0.04432535097027834,0,0,0.0
1.8626527471408554,1,40,268,12,82,2,-1.0497681524040379,3,-0.5667392231089906,1,-1.0283313599838995,0.017114763554325618,0,0,0.01
-0.8888466286207773,1,23,667,524,4,2,-1.0497681524040379,3,-0.16645232966632947,1,-1.2334405805179538,0.03363573778732121,0,0,0.0
0.016637271885740434,0,35,51,313,58,1,1.8734430680360705,2,-1.1385776423127922,1,0.004950310944175081,0.062284842407267504,0,0,0.0
0.13291469747481047,1,35,411,313,2,1,-1.330846154369433,3,-1.4530887728748834,1,-1.0547866444665035,0.07301503149912286,0,0,0.0
-0.9989915677100112,1,6,539,232,89,2,-0.8249057508317219,0,1.8063902165867864,1,0.08421616864718898,0.04977800374358465,0,0,0.01
